id,Title,Content
3033,"Diocese of Meaux","A.D. 1523

In northern France, Bishop Guillaume Briçonnet initiates reforms in his diocese of Meaux. 
"
3034,"Reign of Pope Clement VII","A.D. 1523–1534 

Reign of Pope Clement VII."
3035,"The Great Peasant War in Germany","A.D. 1524–1525 "
3037,"Erasmus’ Freedom of the Will","A.D. 1524

Erasmus publishes his book, <em>Freedom of the Will</em>, against Luther’s doctrines. 
"
3038,"Swiss Religious Conflict","A.D. 1524

Conflict emerges in Switzerland when five Swiss cantons reject Zwingli’s reforms and affirm Catholicism"
3039,"German Pamphlets","A.D. 1524

During this year, over 1,000 separate German Reformation pamphlets are published and widely distributed. "
3040,"First Adult Baptism","A.D. 1525

In January, the first adult baptisms occur in Zurich in defiance with city law and marks the beginning of the Anabaptist (re-baptism) movement known as the Swiss Brethren. "
3041,"Thomas Müntzer","A.D. 1525

A Lutheran pastor in Germany, Thomas Müntzer, who is convinced that he is inspired by the Holy Spirit becomes a leader in the great Peasant War. Luther asserts that Müntzer is deceived and a fanatic. Müntzer is defeated and executed. The Peasants’ War is basically defeated by the end of the year."
3042,"Anabaptists executed","A.D. 1525

The first Anabaptists are executed in Switzerland."
3043,"Luther’s Bondage of the Will","A.D. 1525

Luther publishes Bondage of the Will, his response to Erasmus’s Freedom of the Will. 
"
3044,"French Protestants repressed","A.D. 1525

In France, the reformation movement known as the Meaux circle is broken up while king Francis I is absent.
"
3045,"Luther marries","A.D. 1525

Luther marries Katherine von Bora who was a nun who had escaped from a convent. 
"
3046,"Tyndale’s English New Testament","A.D. 1526

William Tyndale’s English translation of the New Testament is published in Germany and begins to be smuggled into England. 
"
3047,"Schleitheim Articles","A.D. 1527

Michael Sattler publishes the most important confessional document of the early Anabaptists, the Schleitheim Articles that articulate the separatist pacifism of the Swiss Brethren.
"
3048,"Charles V conquers Rome","A.D. 1527

Emperor Charles V invades Italy and takes the pope captive for six months, while his troops who are mainly mostly Germans sympathetic to Luther sack Rome.
"
3049,"Capuchin order","A.D. 1528

Matteo da Bascio founds the Capuchin order, a reform of the Franciscans, in Italy. "
3050,"Bern accepts Zwingli","A.D. 1528

The Swiss city of Bern accepts Zwinglian reforms. "
3051,"Basel accepts Zwingli.","A.D. 1529

The city of Basel accepts the Zwinglian reformation movement.
"
3052,Protestant,"A.D. 1529

At the Diet of Speyer, Lutheran princes lodge a formal protest against the enforcement of the Edict of Worms, thus giving birth to the name “Protestant.” 
"
3053,"Marburg Colloquy","A.D. 1529

Luther and Zwingli meet at the Marburg Colloquy in an attempt to work out their different doctrinal beliefs, but fail to agree on the correct understanding of the Lord’s Supper. 
"
3054,"Turks Invade Europe","A.D. 1529

The Turks advance into Europe up to the gates of Vienna where they are stopped but remain a threat throughout the century.
"
3055,"Augsburg Confession","A.D. 1530

Philip Melanchthon and other Lutheran theologians compose The Marburg Colloquy which Lutheran princes submit to the Emperor Charles V at the Diet of Augsburg, who rejects it. This confession is the most important doctrinal document of Lutheran Church."
3056,"Anabaptists in the Netherlands","A.D. 1530

Melchior Hoffman brings Anabaptism to the Low Countries (Netherlands and Belgium).
"
3057,"Zwingli Killed","A.D. 1531

Zwingli is killed in the battle of Kappel in Switzerland."
3058,"Schmalkald League","A.D. 1531

Protestant princes form the political and military alliance in Germany called the “Schmalkald League” for a defense against the likelihood of invasion by the emperor and Catholic princes.
"
3059,"Dutch Anabaptists executed","A.D. 1531

The first Dutch Anabaptists are executed."
3060,"Anabaptist Pause in Holland","A.D. 1531

Melchior Hoffman declares a moratorium on adult baptisms in an attempt to appease his powerful opponents. "
3061,"Thomas More","A.D. 1532

Henry VIII gains control over the English clergy, which inspires Thomas More to resign as Lord Chancellor."
3062,"Henry VIII marries Anne Boleyn","A.D. 1533

Henry VIII secretly marries Anne Boleyn, ecclesiastical appeals to Rome are outlawed, Thomas Cranmer is appointed Archbishop of Canterbury."
3063,"Anabaptist growth in the Netherlands","A.D. 1533

Adult baptisms resume in the Netherlands and their number proliferates rapidly. 
"
3064,"Reign of Pope Paul III","A.D. 1534–1549"
3065,"Luther’s Complete German Bible","A.D. 1534

Luther publishes his complete German Bible.
"
3066,"Act of Supremacy","A.D. 1534

Act of Supremacy Parliament passes the Act of Supremacy which declares that the king of England is supreme head of the Church in England, thus breaking with the church of Rome and initiating the English Reformation. 
"
3067,"Ignatius Loyola begins","A.D. 1534

Ignatius Loyola assembles his first followers in Paris. "
3068,"Affair of the Placards","A.D. 1534

The Affair of the Placards turns King of France against his previous open-minded approach to religious reforms and leads to intensified measures against heresy in France. 
"
3069,"City of Münster","A.D. 1534–1535

Revolutionary Anabaptists take over the city of Münster in an attempt to create a utopia in anticipation of the second coming of Christ. The leaders impose many repulsive edits turning public opinion against Anabaptist for over a century.  They are besieged by a unified Catholic and Protestant force and slaughtered."
3070,"Luther’s Galatians commentary","A.D. 1535

Luther’s doctrine of justification is more fully articulated in his lectures that form the basis of his “great” Galatians commentary which greatly expanded his “small” Galatians commentary of 1519. 
"
3071,"English Catholic’s Executed","A.D. 1535

Thomas More, John Fisher, and several Roman Catholic priests and monks are executed for refusing to take the English oath of supremacy. 
"
3072,"The Ursulines","A.D. 1535

The female Catholic religious order called The Ursulines is established by Angela Merici. 
"
3073,"John Calvin begins his work","A.D. 1536

John Calvin begins his work as a reformed pastor, teacher, and theologian in Geneva, shortly after he publishes his first edition of Institutes. He soon becomes the most influential theologian of the Reformed tradition.
"
3074,"Wittenberg Concord","A.D. 1536

Martin Bucer works out a compromise regarding the Lord’s Supper known as the Wittenberg Concord between Luther and the Reformed Tradition. This ambiguous endeavor was short-lived."
3075,"English Monasteries dissolved","A.D. 1536

King Henry VIII begins to suppress and dissolve the English monasteries. 
"
3076,"Erasmus dies","A.D. 1536

Erasmus, the prince of the humanist, dies.
"
3077,"Menno Simons is baptized","A.D. 1536

Menno Simons is baptized and begins ministering among the surviving Dutch Anabaptists after the Anabaptist fiasco in the city of Münster is ruthlessly suppressed.  He so successfully led them in a pacifist direction that they came to be called Mennonites.
"
3078,"Concilium de emendanda ecclesia","A.D. 1537

The papally commissioned Concilium de emendanda ecclesia denounces abuses and urges reforms in the Roman Catholic Church. 
"
3079,"John Calvin is exiled","A.D. 1538

John Calvin is exiled from the city of Geneva and moves to Strasbourg"
3092,"Thomas Becket Shrine destroyed","A.D. 1538

The shrine of Thomas Becket of Canterbury is destroyed by a 	mob in England. 
"
3093,"Act of the Six Articles","A.D. 1539

The Act of the Six Articles reinforces Henry VIII’s hostility to Protestantism in England. 
"
3094,"Jesuits order","A.D. 1540

Pope Paul III formally approves of The Jesuits order.
"
3095,"Diet of Regensburg","A.D. 1541

Lutheran and Catholic theologians meet at the Diet of Regensburg and agree on a formula for justification but remain divided on other doctrines.
"
3096,"Calvin back in Geneva","A.D. 1541

Calvin is invited back to Geneva and publishes his treatise, Institutes, in French. Geneva city council accepts his Ecclesiastical Ordinances. 
"
3097,"Roman Inquisition","A.D. 1542

The Roman Inquisition is created to stop the spread of heresy in Italy. 
"
3098,"Peace of Crépy","A.D. 1544

Charles V and Francis I are able to devote more attention to the suppression of heresy after they settle their dispute and enter into The Peace of Crépy. 
"
3099,Ursulines,"A.D. 1544

Pope Paul II formally approved of the Ursulines. 
"
3100,"Jesuits College","A.D. 1544

The Jesuits establish their first college in Germany. "
3101,"Council of Trent","A.D. 1545–1563

The Council of Trent begins to meet. It is the key Roman Catholic response to the Reformation. The council experiences numerous lengthy interruptions, but eventually provides the official Roman Catholic response to Protestant theology in 1563. It also took measures to reform and renew the Catholic church."
3102,"Luther dies","A.D. 1546

Luther dies while visiting his home town to mediate a dispute between local aristocrats."
3103,"Inquisition in the Netherlands","A.D. 1546

Charles V reorganizes the Inquisition in the Low Countries."
3104,"Schmalkaldic war","A.D. 1547

Emperor Charles V defeats Protestant princes of Germany in the Schmalkaldic war. John Frederick, the Electoral Saxony and protector of Luther, is captured along with the town of Wittenberg ."
3105,"Edward VI","A.D. 1547

England establishes a Protestant regime under the boy-king Edward VI after the death of Henry VIII, Many English Catholics flee to the Continent. 
"
3106,"Chambre Ardente","A.D. 1547

Henry II establishes the chambre ardente in France after the death of Francis I. 
"
3107,"The Council of Trent is suspended","A.D. 1547
"
3108,"Augsburg Interim","A.D. 1548

Charles V imposes the oppressive Augsburg Interim on the subjugated Lutheran principalities in Germany and restores the Roman Catholic Church as the only official religion, however he allows married clergy and some Protestant practices to continue until the Council of Trent resolves these matters. This triggers a split between Philippist and “Genuine” Lutherans.
"
3109,"Book of Common Prayer","A.D. 1549

King Edward VI issues the first edition of the <em>Book of Common Prayer</em> of the Church of England.
"
3110,"Reformed Efforts in England","A.D. 1549

The Church of England adopts Reformed Protestant measures."
3111,"Francis Xavier","A.D. 1549

Francis Xavier, a Jesuit, becomes the first Catholic missionary to Japan. 
"
3112,"Bloody Placard","A.D. 1550

In the Netherlands Charles V issues the century’s most comprehensive anti-heresy legislation known as the “Bloody Placard.”   "
3113,"Council of Trent reconvenes","A.D. 1551

The Council of Trent reconvenes in March but is suspended a year later. 
"
3114,"Edict of Chateaubriand","A.D. 1551

Henry II issues France’s most extensive anti-heresy edict known as the Edict of Chateaubriand. 
"
3115,"Cranmer’s Book of Common Prayer","A.D. 1552

Thomas Cranmer’s publishes his Book of Common Prayer in England. 
"
3116,"Jesuits German College in Rome","A.D. 1552

Jesuits establish the German College in Rome to train parish priests for Germany in an attempt to counter the Lutheran influence. 
"
3117,"Mary Queen of England","A.D. 1553

Mary Tudor becomes queen of England and restores Roman Catholicism after the death of Edward VI. 
"
3118,"Mary Tudor marries Philip II","A.D. 1554

Mary Tudor marries Philip II of Spain. Catholic Reginald Pole returns from Italy to become the Archbishop of Canterbury and many Protestants flee to the Continent. "
3119,"Peace of Augsburg","A.D. 1555

Emperor Charles V becomes resigned to the permanence of Lutheranism and accepts the Peace of Augsburg which provided for the peaceful coexistence of Lutheran and Catholic territories in Germany under the concept that each territory’s religion is determined by its prince (cujus regio, ejus religio)."
3120,"Calvinist Churches in France and the Netherlands","A.D. 1555

The first organized Calvinist Reformed churches are established in France and the Low Countries. "
3121,"England executes Protestants","A.D. 1555

England begins to execute unrepentant Protestants. "
3122,"Mennonites and Waterlanders split","A.D. 1555

Mennonites and Waterlanders begin to split over the issue of banning and shunning. 
"
3123,"Paul IV becomes the new pope","A.D. 1555"
3124,"Charles V abdicates","A.D 1556

Charles V abdicates his position as the Holy Roman Emperor and retires to a Spanish monastery. 
"
3125,"Ignatius Loyola dies.","A.D. 1556

"
3126,"John Knox publishes","A.D. 1558

Scotland’s John Knox publishes several treatises in Geneva. 
"
3127,"Elizabeth I becomes queen of England","A.D. 1558

Mary Tudor dies and Elizabeth I becomes queen of England. 
"
3128,"Protestants in England","A.D. 1559

Protestantism is reestablished in England under Queen Elizabeth I"
3129,"John Knox in Scotland","A.D. 1559

John Knox returns to Scotland and leads a Protestant rebellion. "
3130,"Francis II king of France","A.D. 1559

Henry II of France dies and is succeeded by Francis II. "
3131,Huguenots,"A.D. 1559

French Huguenots hold their first national synod in Paris"
3132,"Pius IV becomes pope","A.D. 1559

"
3133,"Act of Uniformity","A.D. 1559

The Act of Uniformity establishes the Elizabethan Settlement under Queen Elizabeth I which becomes the final basis for English Reformation beliefs and practices.
"
3134,"Vestiarian controversy","A.D. 1560s"
3135,"Francis II of France dies","A.D. 1560

"
3136,"Scotland Protestant Rule","A.D. 1560

England’s military intervention in Scotland against France allows Scotland to adopt Protestantism through the Reformation Parliament. 
"
3137,"Colloquy of Poissy","A.D. 1561

French Catholics and Huguenots fail to reach a settlement at the Colloquy of Poissy. 
"
3138,"Mary Stuart in Scotland","A.D. 1561

Mary Stuart returns to Scotland from France. 
"
3139,"Frederick III","A.D. 1561

Frederick III becomes the first German prince to convert to Calvinism from Lutheranism. 
"
3140,"Massacre of Vassy","A.D. 1562

The Massacre of Vassy inaugurates the French Wars of Religion. "
3141,"The Council of Trent reconvenes","A.D. 1562"
3142,"The Council of Trent concludes its work","A.D. 1563"
3143,"The Heidelberg Catechism is published","A.D. 1563

"
3144,"39 Articles","A.D. 1563

Queen Elizabeth I issues the 39 Articles, the official confessional document of the Church of England."
3145,"Tridentine canons","A.D. 1564

The pope approves the Tridentine canons and decrees."
3146,"John Calvin dies","A.D. 1564

"
3147,"Carlo Borromeo becomes the Archbishop of Milan","A.D. 1565"
3148,"The Compromise of the Nobility","A.D. 1566

The Compromise of the Nobility, which mitigated anti-heresy measures, leads to the Iconoclastic Fury in the Low Countries . 
"
3149,"Pius V becomes pope","A.D. 1566"
3150,"Council of Troubles","A.D. 1567

The Duke of Alva arrives in the Netherlands and punishes the Dutch for the iconoclastic fury through the Council of Troubles that he establishes"
3151,"Mary Stuart abdicates the throne of Scotland","A.D. 1567"
3152,"Frisian and Flemish Mennonites split","A.D. 1567

Frisian and Flemish Mennonites in the Netherlands separate.
"
3153,Baianism,"A.D. 1567

The Roman Catholic Church condemns the teachings of church theologian Michael Baius (“Baianism”).
"
3154,"Dutch Revolt","A.D. 1568

William of Orange leads the Dutch Revolt against Spain that was provoked by the Spanish Duke of Alva’s harsh measures in his Council of Troubles.
"
3156,"English Catholic seminary in France","A.D. 1568

William Allen establishes the English seminary in France to train priests to work in England in anticipation that England will eventually return to Catholicism. 
"
3157,"Synod of Dutch Calvinist","A.D. 1571

Emden hosts an important synod of Dutch Calvinist refugees. "
3158,"Sea Beggars","A.D. 1572

The Dutch Calvinist “Sea Beggars” lead an offensive that liberates Holland from Spanish control. 
"
3159,"St. Bartholomew’s Day massacres","A.D. 1572

Catholics kill several thousand Huguenots in France’s St. Bartholomew’s Day massacres. 
"
3160,"Gregory XIII becomes pope","A.D 1572"
3161,"Theresa of Avila","A.D. 1572

Theresa of Avila discusses how she realized the ultimate state of inner union with God that is possible in this life. John of the Cross acted as her confessor and spiritual director and helped promote her teachings. 
"
3162,"Henry III becomes king of France","A.D 1574"
3163,"Catholic Missionaries in England","A.D. 1574

English Seminary in France sends its first Catholic missionary priests to England. 
"
3164,"Spanish sack Netherlands","A.D. 1576

Unpaid Spanish soldiers mutiny and sack Antwerp in the Netherlands. 
"
3165,"Formula of Concord","A.D 1577

The Formula of Concord reconciles most Philippist and “Genuine” Lutherans and establishes the mature Lutheran doctrine. 
"
3166,"Religious Tolerance in the Netherlands","A.D. 1577

William I of Orange provides for Anabaptists to be tolerated in the Netherlands."
3167,"English College in Rome","A.D. 1578

Gregory XIII reestablishes the English College in Rome for the express purpose of training more English missionary priests. 
"
3168,"Union of Utrecht","A.D. 1579

The Union of Utrecht establishes the Dutch Republic from the northern provinces of the Low Countries. "
3170,"Act of Abjuration","A.D. 1581

The Dutch Act of Abjuration formally rejects the authority of Philip II over the Dutch Republic. 
"
3171,"Matteo Ricci, a Jesuit missionary, enters China","A.D. 1582

"
3172,"The Catholic mission begins in Holland","A.D. 1582

"
3173,"Catholic League in France","A.D. 1584

The Catholic League in France is reinvigorated when the Duke of Anjou dies leaving the Huguenot Henry de Navarre as next in line to the throne, in hopes of blocking his ascension to the throne. 
"
3174,"William of Orange is assassinated","A.D. 1584

The Dutch revolutionary, William of Orange, is assassinated in Delft. 
"
3175,"Southern Netherlands Catholic","A.D. 1585

Alessandro Farnese gains control of the southern Netherlands for Spain. 
"
3177,"Guises family assassinated","A.D. 1588

At Henry III’s request, many of the French Guises family are assassinated. 
"
3178,"Henry III is assassinated","A.D. 1589

Henry III is assassinated in France as retaliation for the murder of the Guises that he ordered, resulting in the Protestant Henry de Navarre becoming heir to the French throne amid much opposition from the Catholic League.
"
3179,"Henry de Navarre converts to Catholicism","A.D. 1593

In a compromise with the Catholic League, Henry de Navarre converts to Catholicism and assumes the French throne as Henry IV. 
"
3180,"Edict of Nantes","A.D. 1598

The French Wars of Religion end with the Edict of Nantes that establishes limited toleration of Huguenots in France."
3181,"Molinists and Thomists","A.D. 1598–1607

Catholics debate Molinists and Thomists positions on the help of grace without conclusion and appeal to the pope who allows both positions to be acceptable theological opinions and orders that the controversy end.
"
3182,"Tudor Line","A.D. 1603

The English crown passes from the Tudor to the Stuart line upon the death of James I. "
3183,"Protestant Union","A.D. 1608

The Protestant Union is formed under the leadership of Frederick IV to counter aggressive Catholicism in the Holy Roman Empire. 
"
3184,"Catholic League in Germany","A.D. 1609

Maximilian of Bavaria establishes the Catholic League in Germany in response to the establishment of the Protestant Union. 
"
3185,"Jesuits in South America","A.D. 1609

Jesuit establish their first Reductions in South America.
"
3186,"Baptist Congregation","A.D. 1609

The first English Baptist congregation is created out of a Puritan Separatist congregation that is meeting in exile in the Netherlands.
"
3187,"Treatise on the Love of God","A.D. 1616

Francis de Sales publishes his major work, Treatise on the Love of God.
"
3188,Arminianism,"A.D. 1618–1619

Reformed theologians reject Arminianism and formulate the five points of Calvinism at the Synod of Dordt in Holland."
3189,"Defenestration of Prague","A.D. 1618

The Defenestration of Prague triggers the Thirty Years’ War. "
3190,"Battle of the White Mountain","A.D. 1620

Catholic forces under Johann Tilly win a decisive victory over Protestants in the Battle of the White Mountain.  
"
3191,"Sacred Congregation for the Propagation of the Faith","A.D. 1622

Pope Gregory XV tries to centralize Catholic missionary efforts by creating the Sacred Congregation for the Propagation of the Faith. "
3192,"Huguenots lose","A.D. 1629

The Huguenots lose their final military stronghold In France. 
"
3193,"Edict of Restitution","A.D. 1629

The Edict of Restitution signals the height of the Counter-Reformation during the Thirty Years’ War. 
"
3194,"Charles I rules England","A.D. 1629

Charles I begins to rule in England. Many English are concerned with his Catholic leanings.
"
3195,"Battle of Breitenfeld","A.D. 1631

Protestant forces win a major victory under the Swedish King, Gustavus Adolphus, at the Battle of Breitenfeld. "
3196,"Swedish King Gustavus Adolphus dies","A.D. 1632

"
3197,"Peace of Prague","A.D. 1635

The Peace of Prague ends the Swedish participation in the Thirty Years’ War."
3198,"Short Parliament & Long Parliament","A.D. 1640

The Short Parliament is held and the Long Parliament begins in England resting control from King Charles I.
"
3199,"English Civil War","A.D. 1642

The first civil war begins in England, between forces loyal to the King and the parliamentarians. 
"
3200,"Presbyterian church","A.D. 1646

England establishes a Presbyterian church order after the parliamentarian victory in the first civil war. 
"
3201,"Westminster Confession","A.D. 1647

Parliament accepts the Westminster Confession which becomes the most important Reformed confessional document originally written in English."
3202,"Cambridge Platform","A.D. 1648

The Cambridge Platform in New England establishes the Congregationalist form of church governance.
"
3204,"Charles I is executed","A.D. 1649

England is proclaimed a Republic when King Charles I is executed by order of the Rump Parliament.
"
3205,Quakers,"A.D. 1650

The Religious Society of Friends, commonly known as Quakers, form in England based on the preaching of George Fox."
3206,"Pope condemns Jansenism","A.D. 1653

The Jansenist controversy comes to a head in France when the pope condemns five propositions based on Jansen’s book, <em>Augustinus</em>.
"
3207,"Tolerant state church in England","A.D. 1654

Oliver Cromwell, Lord Protector of England, establishes an inclusive and tolerant state church.
"
3208,"English Monarchy reestablished","A.D. 1660

The English Republic falls and the monarchy and the Church of England are restored to their prerevolutionary positions.
"
3209,"Halfway Covenant","A.D. 1662

The Halfway Covenant in New England allows baptized but unconverted Christians to be quasi-members of the Puritan Congregationalist church.
"
3210,"Pietist movement","A.D. 1675

Lutheran pastor Philipp Jakob Spener inaugurates the Pietist movement in Germany when he publishes his book <em>Pia Desideria</em> (“Pious Desires”).  Pietism is a Protestant movement beginning with Lutheranism in the 17th and 18th that emphasized and emotional theology based on faith, repentance, conversion, and rebirth as the true form of Christianity, as opposed to the Protestant scholastic theology of that age. Methodism, and to some extent modern evangelism, grew out of the Pietism movement. 
"
3211,"Edict of Nantes revoked","A.D. 1685

Louis XIV revokes the Edict of Nantes, ending toleration for Protestant Huguenots in France.
"
3212,"Quietism Condemned","A.D. 1687

The Roman Catholic Church condemns Quietism that sprung out of the teachings of John the Cross and Theresa of Avila.
"
3213,"Act of Toleration","A.D. 1689

The Act of Toleration in England legalizes Protestant churches that dissent from the established Church of England.
"
3214,"Madame Guyon’s teachings condemned","A.D. 1695

The French Catholic church condemns Madame Guyon’s teachings due to its Quietist tendencies.
"
3215,"Deism begins","A.D. 1696

John Toland publishes <em>Christianity not Mysterious</em>, the first major work of deism.
"
3216,"Semi-Quietist condemned","A.D. 1699

Roman Catholic Church condemns Fénelon’s semi-Quietist teaching of pure love.
"
3217,"Monrovian movement","A.D. 1722

Count von Zinzendorf invites Protestants fleeing persecution in Moravia to settle on his land in Herrnhut, Germany. He later becomes their bishop and the leading theologian of the Moravian branch of Christianity.
"
3218,"Jonathan Edwards ushers in revivals","A.D. 1734

Jonathan Edwards ushers in a period of revival in a congregation in Northampton, Massachusetts. He writes about these experiences in his book, <em>A Faithful Narrative of the Surprising Work of God</em>, in 1737, which becomes very influential founding the revivalist movement.
"
3219,"John Wesley begins","A.D. 1739

John Wesley begins his career as itinerant preacher of revival and leader of the Methodist movement in England."
3220,"First Great Awakening","A.D. 1740

The influential revival movement known as the First Great Awakening begins to spread throughout New England and endures in various forms for decades. "
3221,"Voltaire publishes Philosophical Dictionary","A.D. 1764

Voltaire’s collection of deist satirical essays which are very critical of Christianity."
3222,"Thomas Paine The Age of Reason","A.D. 1794

Thomas Paine publishes the first part of <em>The Age of Reason</em>, which becomes the most influential work of American deism."
3223,"Liberal Protestant theology","A.D. 1799

Friedrich Schleiermacher publishes his book, <em>On Religion: Speeches to Its Cultured Despisers</em>, and initiates the movement referred to as liberal Protestant theology. "
3224,"University of Berlin","A.D. 1811

Schleiermacher becomes the first professor of theology at the new University of Berlin which becomes one of the most influential universities in the world.
"
3225,"Second Great Awakening","A.D. 1824

Charles Finney replaces some of Jonathan Edwards’s Revivalist theology with “new measures” based on Wesleyan’s increased emphasis on free will, and ushers in the Second Great Awakening.
"
3226,"Dispensationalist theology","A.D. 1832

John Nelson Darby, an important member the Plymouth Brethren, begins teaching Dispensationalist theology."
3227,"Holiness tradition","A.D. 1836

Methodist teacher Phoebe Palmer inaugurating the Holiness tradition by holding Tuesday Night Meetings in her home in New York City.
"
3228,"Immaculate Conception","A.D. 1854

Pope Pius IX declares that the Blessed Virgin Mary’s Immaculate Conception is an official doctrine of the Roman Catholic Church in his proclamation, In <em>Ineffabilis Deus</em> (“The Ineffable God”)."
3229,"Syllabus of Errors","A.D. 1864

Pope Pius IX publishes the <em>Syllabus of Errors</em>, which denounce many modern beliefs such as freedom of religion.
"
3230,"National Camp Meeting Association for the Promotion of Holiness","A.D. 1870

The First Vatican Council officially adopts the doctrine of papal infallibility as well as the doctrine that God can be known through natural reason.
"
3231,"Keswick movement","A.D. 1875

The Keswick movement begins in a meeting of Presbyterians and Anglicans in Keswick, England, which adapts Holiness teachings non-Methodist traditions and drop the perfectionist aspects of the movement.
"
3232,"Aeterni Patris","A.D. 1879

Pope Leo XIII’s encyclical <em>Aeterni Patris</em> promotes “the restoration of Christian philosophy according to the mind of Saint Thomas Aquinas,” supporting neo-Thomism in the Catholic Church.
"
3233,"The Quest of the Historical Jesus","A.D. 1906

Albert Schweitzer publishes <em>The Quest of the Historical Jesus</em>, and claims that the historical Jesus was simple an eschatological prophet belonging to his time and cannot be understood in our time. 
"
3234,"Azusa Street Revival","A.D. 1906

The Azusa Street Revival begins in Los Angeles and lasts for several years. This movement gives birth to Pentecostalism.
"
3235,"The Fundamentals","A.D. 1910–1915

Publication of <em>The Fundamentals</em>, a series of books from which the Fundamentalist movement took its name."
3236,"Scofield Reference Bible","A.D. 1917

Publication of the second edition of the <em>Scofield Reference Bible</em>, which becomes the most important text for the Dispensationalist movement.
"
3237,"Fundamentalist-Modernist Controversy","A.D. 1922

Harry Emerson Fosdick’s sermon “Shall the Fundamentalists Win?” identifies the main issues on the modernist side in the Fundamentalist-modernist controversy.
"
3238,"Christianity and Liberalism","A.D. 1923

J. Gresham Machen publishes his book, <em>Christianity and Liberalism</em>, which articulates the main points on the Fundamentalist side of the Fundamentalist-modernist controversy.
"
3241,"Assumption of the Virgin Mary","A.D. 1950

The papal bull <em>Munificentissimus Deus</em> (The Most Munificent God) declares that the Assumption of the Blessed Virgin Mary (that her body and soul was taken directly to heaven) is an official doctrine of the Roman Catholic Church. 
"
3242,"Humani Generis","A.D. 1950

The papal encyclical <em>Humani Generis</em> condemns theologies which deny that God could have created human nature and not direct it to a supernatural divine happiness.
"
3297,"Acacian Schism","A.D. 484-519

a separation between the western church in Rome and the eastern church in the Byzantine empire that lasted 34 years between."
3338,"Acacian Schism","a separation between the western church in Rome and the eastern church in the Byzantine empire that lasted 34 years between A.D. 484-519."
3339,"Arian Controversy","An extension of Logos subordinational theology advocated by Arius, a 4th century priest in Alexandrian, which asserted that Christ was simply a creation of God the Father and that “there was once when he [Chirst] was not.” This created a major controversy in the early Church culminating in this doctrine being condemned by the Council of Nicaea.  Prior to the Council of Nicaea Arianism and semi-Arianism was the majority view of the bishops and continued to be the predominate belief of Christians outside of the territory ruled by the Roman Empire, particularly in Germanic areas, until the Middle Ages."
3345,neo-scholasticism,"A late 19th and 20th century movement in the Roman Catholic Church that was based on the philosophy and theology of Thomas Aquinas that was regarded  as the official Catholic theology by the Vatican.  It is also referred to as neo-Scholasticism due to its reliance on the teachings of Thomas Aquinas.
"
3347,"Scientific Revolution","A.D. 1543

Refers to the intellectual movement during the late 16th and 17th centuries in Europe that developed the scientific method and made great discoveries in the sciences.  Some of the most important persons contributing to this movement were Francis Bacon, Copernicus, Galileo and  Newton."
3353,"Philipp Jakob Spenser","A.D. 1635–1705

German Lutheran pastor who became one of the founders of Pietism when, in 1675, he published <em>Pia Desideria</em> (“Pious Desires”), calling for reform of the Lutheran church."
